Accession       >=0.9   >=0.75  >=0.5   >=0.25  >0      =0
P30291	0	0	0	0	255	6022
P45983	2	5	5	17	465	5812
P10721	0	1	1	6	367	5910
Q16832	0	0	0	1	407	5870
O14757	0	0	0	0	479	5798
P11309	0	0	1	2	376	5901
Q9P1W9	0	0	2	2	404	5873
Q02779	0	0	0	3	460	5817
P31749	1	3	3	51	465	5812
O00444	0	0	0	0	490	5787
O60674	1	1	1	7	462	5815
P49759	0	1	3	7	319	5958
P06240	1	1	18	38	487	5790
P06241	0	0	18	37	493	5784
P27361	0	3	3	23	486	5791
Q00987	0	0	0	0	1	6276
Q15746	0	0	1	1	480	5797
P43403	1	1	3	3	453	5824
P36897	1	1	2	6	291	5986
P41279	0	0	0	0	400	5877
Q05397	0	0	0	1	452	5825
O43293	0	0	2	8	477	5800
O75582	0	0	1	6	486	5791
O75716	0	0	0	0	394	5883
P15735	0	0	1	6	460	5817
P49674	1	4	7	11	221	6056
P49760	1	1	7	7	299	5978
P53778	0	0	6	25	481	5796
Q00536	0	0	2	12	491	5786
Q13043	0	0	2	15	499	5778
Q14012	0	0	2	33	470	5807
Q15349	0	4	4	7	494	5783
Q7KZI7	0	0	2	3	489	5788
Q8IU85	0	0	2	24	456	5821
Q96NX5	0	0	1	3	475	5802
Q96RR4	0	0	0	1	469	5808
Q9HAZ1	1	2	5	7	303	5974
Q9HCP0	1	3	3	11	189	6088
Q9JI10	1	1	2	11	499	5778
Q9UEE5	0	0	0	8	466	5811
Q9UIK4	0	0	2	22	471	5806
Q9UKE5	0	0	1	1	481	5796
Q9Y2H1	0	1	1	12	365	5912
P49841	1	1	3	3	427	5850
P11362	1	1	7	7	441	5836
Q5S007	0	0	0	0	396	5881
P23443	0	0	1	28	485	5792
Q9WUI1	1	4	6	22	481	5796
P31751	0	3	3	52	481	5796
Q9Y243	0	3	3	52	481	5796
P42681	0	0	4	36	455	5822
P43405	0	1	3	3	457	5820
O15111	0	0	0	2	464	5813
P05129	2	2	9	21	474	5803
P05771	2	6	9	25	476	5801
P17252	3	6	9	24	473	5804
P24723	2	2	5	24	470	5807
Q02156	2	2	5	24	457	5820
Q05513	1	1	2	25	441	5836
Q05655	2	2	5	18	487	5790
P07333	0	0	1	3	332	5945
O14965	0	1	3	5	499	5778
O96017	0	0	0	0	435	5842
P16277	0	1	18	38	475	5802
P22607	1	1	7	7	443	5834
Q13188	1	1	2	13	496	5781
Q16620	0	0	1	2	426	5851
P49137	0	1	2	3	422	5855
P05622	1	2	2	5	364	5913
P35918	0	1	1	6	394	5883
O60563	0	0	0	1	1	6276
P20248	0	0	0	1	11	6266
P24941	0	1	10	49	494	5783
P50750	0	0	0	15	480	5797
Q9WV60	1	1	3	3	427	5850
Q13627	2	2	2	3	327	5950
O60285	0	0	0	1	485	5792
P17612	6	7	8	74	484	5793
P22612	0	7	7	71	491	5786
P22694	6	7	8	74	485	5792
P68400	1	1	3	3	381	5896
Q07014	2	2	18	38	478	5799
Q64725	0	1	3	3	447	5830
Q6P6U0	1	2	18	35	477	5800
Q04759	2	2	5	18	488	5789
Q9BYT3	0	0	0	0	474	5803
O00311	0	0	0	0	84	6193
P19784	0	2	3	3	366	5911
P23458	1	1	1	7	451	5826
Q9Y463	0	0	3	3	347	5930
P30530	0	0	0	2	403	5874
Q12866	0	0	0	2	392	5885
Q86V86	0	0	2	2	390	5887
Q92630	0	0	1	2	360	5917
P11802	0	0	1	32	477	5800
P24385	0	0	1	2	11	6266
P30279	0	0	2	2	10	6267
P30281	0	0	1	2	11	6266
Q00534	0	0	1	28	484	5793
P51955	0	0	0	0	478	5799
Q16512	0	0	1	1	473	5804
Q9HC98	0	1	1	6	499	5778
O96020	0	0	0	1	11	6266
P24864	0	0	0	1	11	6266
Q60751	1	1	5	5	388	5889
Q13153	0	1	2	5	499	5778
P25098	0	1	1	1	401	5876
P34947	0	0	2	5	465	5812
P29597	0	1	1	7	464	5813
P41240	2	2	3	39	482	5795
Q5VT25	0	0	1	2	397	5880
Q14289	0	0	0	1	429	5848
O43318	0	0	0	0	477	5800
Q9NWZ3	0	0	0	0	461	5816
P37173	0	0	0	0	298	5979
Q9BQI3	0	0	0	0	377	5900
O94806	0	0	2	2	441	5836
P41743	0	0	2	28	452	5825
Q13546	0	0	0	0	463	5814
P49840	0	0	2	3	430	5847
P63086	2	3	3	27	481	5796
Q00535	0	0	11	48	490	5787
P42346	2	2	2	2	17	6260
O95819	0	0	2	2	477	5800
Q13976	1	1	1	2	483	5794
Q15759	1	4	6	22	482	5795
O95067	0	0	0	2	11	6266
P14635	0	0	0	2	11	6266
Q8WWL7	0	0	0	0	9	6268
P48729	1	2	7	12	224	6053
Q14164	0	0	0	2	398	5879
Q9UHD2	1	1	1	2	389	5888
P20786	1	2	2	5	378	5899
P78368	0	3	3	11	146	6131
P78396	0	0	0	1	11	6266
Q13554	0	0	1	7	445	5832
Q13555	1	2	7	7	454	5823
Q13557	0	6	7	8	446	5831
Q9UQM7	2	6	7	8	447	5830
Q99683	0	0	1	1	479	5798
O43781	0	0	1	2	395	5882
Q62137	0	1	1	7	455	5822
P54753	0	0	11	15	438	5839
P49185	1	5	5	17	464	5813
Q13882	0	0	0	39	491	5786
O15264	0	0	6	24	484	5793
P29317	0	0	1	15	439	5838
P51617	0	0	0	0	327	5950
P54762	0	2	12	15	450	5827
P80192	0	0	0	3	475	5802
Q15418	0	3	4	7	494	5783
Q16513	0	0	1	1	482	5795
Q16566	0	0	0	9	436	5841
Q86Z02	0	0	1	2	350	5927
Q8IW41	0	0	0	3	342	5935
Q96SB4	0	0	0	2	83	6194
Q9BZL6	0	0	2	2	462	5815
O00141	0	0	2	52	478	5799
P49187	1	5	5	17	466	5811
P52564	0	1	2	8	447	5830
Q8TF76	0	0	0	0	0	6277
P05696	3	6	9	24	473	5804
P09215	2	2	5	18	481	5796
P09216	2	2	5	24	455	5822
P09217	1	1	2	25	438	5839
P63319	2	2	9	21	474	5803
P68403	2	6	9	25	476	5801
Q64617	2	2	5	24	476	5801
Q9WTQ0	2	2	5	18	488	5789
Q04912	0	0	1	4	416	5861
Q9UBS0	0	0	1	44	482	5795
P50613	0	0	0	33	488	5789
O00238	0	0	1	6	310	5967
P36894	0	0	1	6	338	5939
P36896	0	0	2	6	285	5992
P37023	0	0	1	6	275	6002
Q04771	0	0	1	6	346	5931
Q13873	0	0	0	0	292	5985
Q9Y478	0	0	1	1	1	6276
P00520	0	2	2	5	475	5802
P53671	0	0	1	1	463	5814
Q99558	0	0	0	0	371	5906
Q16584	0	1	1	3	477	5800
Q13164	0	0	0	0	483	5794
Q01279	0	1	1	5	410	5867
P49761	0	1	1	7	289	5988
Q56UN5	0	0	0	0	475	5802
Q9Y6M4	0	1	3	11	175	6102
P00521	0	0	5	5	476	5801
O15075	0	0	1	1	474	5803
O94768	0	0	1	8	461	5816
O94921	0	0	0	12	485	5792
P49336	0	1	1	1	412	5865
P51946	0	0	0	0	0	6277
P54756	0	0	11	15	449	5828
Q00526	0	1	9	48	496	5781
Q00537	0	0	2	12	490	5787
Q07002	0	0	2	12	486	5791
Q13131	1	1	3	4	491	5786
Q13705	0	0	1	3	255	6022
Q16816	0	0	1	9	442	5835
Q8IVH8	0	0	1	2	483	5794
Q8N5S9	0	0	1	1	472	5805
Q8TD08	0	0	0	0	471	5806
Q92918	0	0	0	2	478	5799
Q9BWU1	0	0	1	1	403	5874
Q9C098	0	0	0	1	462	5815
Q9H093	0	0	0	1	484	5793
Q9H3Y6	0	0	0	36	461	5816
Q9UK32	0	2	4	6	494	5783
Q9Y5S2	0	0	1	2	407	5870
Q06486	2	4	7	11	243	6034
Q05030	1	2	2	5	370	5907
P67870	1	1	1	1	1	6276
P29323	1	1	10	15	446	5831
P04409	3	6	9	24	474	5803
P20444	3	6	9	24	474	5803
P23298	2	2	5	24	476	5801
P28867	2	2	5	18	484	5793
P11274	0	0	0	1	3	6274
Q9H4B4	0	0	0	2	487	5790
Q9NYY3	0	0	0	2	489	5788
P53667	0	0	1	1	468	5809
O96013	0	0	0	5	478	5799
P51948	0	0	0	0	0	6277
P42680	0	0	3	12	454	5823
P51813	0	1	1	6	458	5819
P38936	0	0	0	0	0	6277
Q9Y6K9	0	0	0	0	0	6277
Q15118	1	1	5	5	7	6270
Q15119	1	1	5	5	6	6271
Q15120	0	0	5	5	6	6271
Q16654	0	0	5	5	6	6271
P36507	0	3	3	8	476	5801
Q8N752	2	2	7	12	212	6065
Q9NRP7	0	0	0	0	499	5778
Q9NY57	0	0	1	1	451	5826
Q9NYL2	0	0	0	0	475	5802
Q9UBE8	0	0	0	1	478	5799
O88351	1	1	1	2	481	5796
Q9WUD9	3	5	18	38	487	5790
Q99640	0	0	0	0	366	5911
Q63065	1	1	5	5	7	6270
Q64536	1	1	5	5	6	6271
Q02111	2	2	5	18	485	5792
P54645	1	1	3	4	491	5786
O00506	0	0	2	24	499	5778
O14730	0	0	0	1	1	6276
O15146	0	0	0	0	382	5895
O75914	0	1	2	5	499	5778
O95835	0	0	0	0	353	5924
P11799	0	0	1	1	483	5794
P14616	0	0	5	5	397	5880
P16591	0	0	0	2	454	5823
P27448	0	0	3	3	490	5787
P45985	0	0	0	5	460	5817
P53355	0	0	0	0	473	5804
P54646	1	3	3	4	493	5784
P57059	0	0	0	1	482	5795
P78362	0	0	1	2	79	6198
Q14680	0	0	0	0	491	5786
Q15831	0	0	0	0	467	5810
Q16288	0	0	0	2	389	5888
Q86UE8	0	0	1	1	403	5874
Q86YV6	0	0	0	9	471	5806
Q8IWQ3	0	0	1	1	485	5792
Q8NFD2	0	0	0	0	404	5873
Q8TDC3	0	0	1	1	486	5791
Q8TDX7	0	1	1	6	497	5780
Q96L34	0	0	2	3	490	5787
Q9BRS2	0	0	0	0	2	6275
Q9H0K1	0	0	0	1	473	5804
Q9NRM7	0	0	0	0	338	5939
Q9P0L2	0	0	2	3	492	5785
Q9P289	0	0	2	24	499	5778
Q9UKI8	0	0	1	1	386	5891
Q9Y4K4	0	0	0	2	475	5802
Q9Y616	0	0	0	0	179	6098
Q9Y6E0	0	0	2	23	499	5778
P08922	0	1	1	1	359	5918
P21127	1	1	1	1	461	5816
P22455	0	1	7	7	434	5843
Q9UQ88	1	1	1	1	465	5812
Q8N568	0	0	1	1	456	5821
P21860	0	0	0	5	366	5911
P06494	0	1	1	5	403	5874
P07332	0	0	1	2	457	5820
P40231	0	0	3	3	364	5913
O00418	0	0	0	0	1	6276
Q9NZJ5	0	0	0	0	428	5849
P27791	6	7	8	73	484	5793
P00517	6	7	8	73	484	5793
P05131	6	7	8	74	485	5792
P35969	0	1	1	6	401	5876
P70618	2	4	6	23	488	5789
P06628	0	0	0	1	6	6271
P16497	0	0	0	0	6	6271
Q9H2X6	0	0	1	2	358	5919
Q15078	0	0	0	0	0	6277
P26618	2	2	2	5	377	5900
Q13177	0	1	2	5	499	5778
P05480	3	5	17	37	487	5790
P15208	2	2	4	5	400	5877
P25911	2	2	18	38	485	5792
P54763	1	1	12	15	446	5831
P97793	0	1	1	1	334	5943
Q03142	0	1	7	7	414	5863
Q61851	0	1	7	7	429	5848
P00516	1	1	1	2	483	5794
P31750	1	3	3	51	466	5811
P21709	0	0	0	15	423	5854
P54764	1	1	11	15	437	5840
Q15569	0	0	0	0	455	5822
Q6P3R8	0	0	0	1	485	5792
Q9P286	0	0	0	2	493	5784
Q9Y6R4	0	0	0	0	478	5799
P63085	2	3	3	27	481	5796
P43057	0	0	0	0	465	5812
Q13418	0	0	0	0	218	6059
P16056	0	2	2	3	404	5873
Q96PY6	0	0	0	0	482	5795
O70126	0	1	5	6	489	5788
P97477	0	1	5	5	499	5778
P00515	0	1	3	4	14	6263
P11275	2	6	7	8	447	5830
P11440	1	1	9	45	498	5779
P46019	0	0	1	1	2	6275
P46020	0	0	1	1	2	6275
P46734	0	1	1	8	454	5823
P51817	0	0	6	68	496	5781
Q13237	0	0	0	2	474	5803
Q15750	0	0	0	0	0	6277
Q86UX6	0	0	1	1	465	5812
Q8BK63	1	2	7	12	224	6053
Q8N4C8	0	0	1	2	480	5797
Q8NEV4	0	0	0	1	482	5795
Q8TD19	0	0	0	0	482	5795
Q8WXR4	0	0	1	1	476	5801
Q93100	0	0	0	0	2	6275
Q9BXA7	0	0	1	7	455	5822
Q9NQU5	0	0	0	2	488	5789
P16092	1	1	7	7	441	5836
P21803	1	1	7	7	443	5834
Q16644	0	0	2	4	430	5847
Q12851	0	0	2	2	457	5820
P00530	0	0	1	2	453	5824
O15197	0	0	0	15	300	5977
Q62868	1	1	3	3	399	5878
P27037	0	0	1	3	303	5974
Q16659	0	0	0	1	427	5850
Q09137	1	3	3	4	489	5788
Q96PF2	0	0	1	6	470	5807
O60307	0	0	1	1	457	5820
Q02858	1	1	1	3	441	5836
O14733	0	0	0	3	447	5830
Q7L7X3	0	0	2	2	486	5791
Q8IYT8	0	0	0	1	487	5790
Q96BR1	0	0	1	41	467	5810
Q96RG2	0	0	0	0	430	5847
Q9HBY8	0	0	2	52	480	5797
Q9UPE1	0	0	0	2	73	6204
Q9Y3S1	0	0	0	0	365	5912
Q63644	1	1	3	3	415	5862
Q8IVW4	0	0	0	1	495	5782
Q8NE63	0	0	0	3	391	5886
Q92772	0	0	0	1	497	5780
Q96Q40	0	0	1	12	483	5794
Q9H2K8	0	0	1	2	481	5796
Q9H422	0	0	0	2	359	5918
P42679	0	0	0	28	465	5812
Q15835	0	0	0	4	476	5801
Q13233	0	0	0	0	483	5794
P00546	0	0	7	43	475	5802
Q8IY84	0	0	0	6	461	5816
Q13163	0	0	0	4	478	5799
P52332	1	1	1	7	452	5825
Q9Y2U5	0	0	1	1	486	5791
Q9H4A3	0	0	0	0	378	5899
P15127	2	2	4	5	399	5878
P54619	0	0	2	2	2	6275
P06748	0	0	0	0	0	6277
Q4JIM5	1	1	1	5	469	5808
P31322	1	1	3	4	8	6269
O43283	0	0	0	0	479	5798
O75385	0	0	0	1	491	5786
O95747	0	0	1	1	473	5804
P0C264	0	0	0	0	280	5997
P32298	0	0	2	6	460	5817
P57078	0	0	0	0	408	5869
Q15208	0	1	1	12	359	5918
Q6PHR2	1	1	1	1	486	5791
Q6ZN16	0	0	1	1	483	5794
Q8TDR2	0	0	0	0	384	5893
Q8WTQ7	0	0	0	4	430	5847
Q99759	0	0	1	1	489	5788
Q9BVS4	0	0	0	0	1	6276
Q9UEW8	0	0	1	1	473	5804
Q9UPZ9	0	0	0	0	497	5780
Q9Y2H9	0	0	0	1	444	5833
P49138	0	1	2	4	420	5857
Q9BYP7	0	0	0	0	380	5897
P35626	0	1	1	1	398	5879
P43250	0	0	2	6	479	5798
P17157	0	0	5	39	493	5784
P32577	2	2	3	39	480	5797
P16054	2	2	5	24	458	5819
O43741	0	0	1	1	1	6276
P10398	0	0	2	2	471	5806
Q8NG66	0	0	0	0	486	5791
Q9UGI9	0	0	0	2	2	6275
Q9UGJ0	0	0	0	2	2	6275
Q9UL54	0	0	0	2	482	5795
