1,5345,SERPINF2,serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2,17
217,10388,SYCP2,synaptonemal complex protein 2,20
218,3663,IRF5,interferon regulatory factor 5,7
219,2020,EN2,engrailed homeobox 2,7
220,84923,FAM104A,family with sequence similarity 104, member A,17
221,146206,RLTPR,RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing,16
222,6345,SRL,sarcalumenin,16
223,353189,SLCO4C1,solute carrier organic anion transporter family, member 4C1,5
224,5742,PTGS1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),9
225,158434,LOC158434,uncharacterized LOC158434,9
226,3075,CFH,complement factor H,1
227,10221,TRIB1,tribbles pseudokinase 1,8
228,1432,MAPK14,mitogen-activated protein kinase 14,6
229,285367,RPUSD3,RNA pseudouridylate synthase domain containing 3,3
230,100996928,C7orf55-LUC7L2,C7orf55-LUC7L2 readthrough,7
231,105372342,LOC105372342,uncharacterized LOC105372342,19
232,829,CAPZA1,capping protein (actin filament) muscle Z-line, alpha 1,1
233,57576,KIF17,kinesin family member 17,1
234,23335,WDR7,WD repeat domain 7,18
235,83732,RIOK1,RIO kinase 1,6
236,5154,PDGFA,platelet-derived growth factor alpha polypeptide,7
237,11276,SYNRG,synergin, gamma,17
238,80308,FLAD1,flavin adenine dinucleotide synthetase 1,1
239,9633,MTL5,metallothionein-like 5, testis-specific (tesmin),11
240,2908,NR3C1,nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor),5
241,79689,STEAP4,STEAP family member 4,7
242,241,ALOX5AP,arachidonate 5-lipoxygenase-activating protein,13
243,5606,MAP2K3,mitogen-activated protein kinase kinase 3,17
244,55628,ZNF407,zinc finger protein 407,18
245,140453,MUC17,mucin 17, cell surface associated,7
246,11329,STK38,serine/threonine kinase 38,6
247,4987,OPRL1,opiate receptor-like 1,20
248,55009,C19orf24,chromosome 19 open reading frame 24,19
249,157695,TDRP,testis development related protein,8
250,653427,FOXD4L5,forkhead box D4-like 5,9
251,1717,DHCR7,7-dehydrocholesterol reductase,11
252,85364,ZCCHC3,zinc finger, CCHC domain containing 3,20
253,390664,C1QTNF8,C1q and tumor necrosis factor related protein 8,16
254,84620,ST6GAL2,ST6 beta-galactosamide alpha-2,6-sialyltranferase 2,2
255,7066,THPO,thrombopoietin,3
256,57088,PLSCR4,phospholipid scramblase 4,3
257,441531,PGAM4,phosphoglycerate mutase family member 4,X
258,221814,LOC221814,uncharacterized LOC221814,7
259,54437,SEMA5B,sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B,3
260,26035,GLCE,glucuronic acid epimerase,15
261,10521,DDX17,DEAD (Asp-Glu-Ala-Asp) box helicase 17,22
262,3796,KIF2A,kinesin heavy chain member 2A,5
263,60559,SPCS3,signal peptidase complex subunit 3 homolog (S. cerevisiae),4
264,9918,NCAPD2,non-SMC condensin I complex, subunit D2,12
265,1129,CHRM2,cholinergic receptor, muscarinic 2,7
266,23635,SSBP2,single-stranded DNA binding protein 2,5
267,526,ATP6V1B2,ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2,8
268,165082,ADGRF3,adhesion G protein-coupled receptor F3,2
269,56244,BTNL2,butyrophilin-like 2,6
270,6494,SIPA1,signal-induced proliferation-associated 1,11
271,5875,RABGGTA,Rab geranylgeranyltransferase, alpha subunit,14
272,3208,HPCA,hippocalcin,1
273,23519,ANP32D,acidic (leucine-rich) nuclear phosphoprotein 32 family, member D,12
274,80005,DOCK5,dedicator of cytokinesis 5,8
275,105373094,LOC105373094,uncharacterized LOC105373094,22
276,9330,GTF3C3,general transcription factor IIIC, polypeptide 3, 102kDa,2
277,51603,METTL13,methyltransferase like 13,1
278,105379200,LOC105379200,skin secretory protein xP2-like,5
279,8727,CTNNAL1,catenin (cadherin-associated protein), alpha-like 1,9
280,962,CD48,CD48 molecule,1
281,85508,SCRT2,scratch family zinc finger 2,20
282,23468,CBX5,chromobox homolog 5,12
283,9569,GTF2IRD1,GTF2I repeat domain containing 1,7
284,9607,CARTPT,CART prepropeptide,5
285,105369205,LOC105369205,uncharacterized LOC105369205,17
286,5303,PIN4,peptidylprolyl cis/trans isomerase, NIMA-interacting 4,X
287,64098,PARVG,parvin, gamma,22
288,55325,UFSP2,UFM1-specific peptidase 2,4
289,118424,UBE2J2,ubiquitin-conjugating enzyme E2, J2,1
290,4684,NCAM1,neural cell adhesion molecule 1,11
291,10806,SDCCAG8,serologically defined colon cancer antigen 8,1
292,79838,TMC5,transmembrane channel-like 5,16
293,390,RND3,Rho family GTPase 3,2
294,389337,ARHGEF37,Rho guanine nucleotide exchange factor (GEF) 37,5
295,22880,MORC2,MORC family CW-type zinc finger 2,22
296,137835,TMEM71,transmembrane protein 71,8
297,55761,TTC17,tetratricopeptide repeat domain 17,11
298,100289087,TSPY10,testis specific protein, Y-linked 10,Y
299,26974,ZNF285,zinc finger protein 285,19
300,1850,DUSP8,dual specificity phosphatase 8,11
301,347516,DGAT2L6,diacylglycerol O-acyltransferase 2-like 6,X
302,644168,DRGX,dorsal root ganglia homeobox,10
303,548644,POLR2J3,polymerase (RNA) II (DNA directed) polypeptide J3,7
304,65008,MRPL1,mitochondrial ribosomal protein L1,4
305,127018,LYPLAL1,lysophospholipase-like 1,1
306,6191,RPS4X,ribosomal protein S4, X-linked,X
307,4548,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,1
308,441061,MARCH11,membrane-associated ring finger (C3HC4) 11,5
309,648044,LOC648044,guanine nucleotide binding protein (G protein), gamma 12-like,19
310,10670,RRAGA,Ras-related GTP binding A,9
311,3929,LBP,lipopolysaccharide binding protein,20
312,80726,KIAA1683,KIAA1683,19
313,341947,COX8C,cytochrome c oxidase subunit VIIIC,14
314,10051,SMC4,structural maintenance of chromosomes 4,3
315,1278,COL1A2,collagen, type I, alpha 2,7
316,51300,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,3
317,23768,FLRT2,fibronectin leucine rich transmembrane protein 2,14
318,659,BMPR2,bone morphogenetic protein receptor, type II (serine/threonine kinase),2
319,84181,CHD6,chromodomain helicase DNA binding protein 6,20
320,29890,RBM15B,RNA binding motif protein 15B,3
321,23165,NUP205,nucleoporin 205kDa,7
322,6627,SNRPA1,small nuclear ribonucleoprotein polypeptide A',15
323,56649,TMPRSS4,transmembrane protease, serine 4,11
324,105373984,LOC105373984,anther-specific proline-rich protein APG-like,2
325,116443,GRIN3A,glutamate receptor, ionotropic, N-methyl-D-aspartate 3A,9
326,3357,HTR2B,5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled,2
327,100288332,NPIPA5,nuclear pore complex interacting protein family, member A5,16
328,9479,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,11
329,2738,GLI4,GLI family zinc finger 4,8
330,10625,IVNS1ABP,influenza virus NS1A binding protein,1
331,55586,MIOX,myo-inositol oxygenase,22
332,87,ACTN1,actinin, alpha 1,14
333,51133,KCTD3,potassium channel tetramerization domain containing 3,1
334,390058,OR51B6,olfactory receptor, family 51, subfamily B, member 6,11
335,64850,ETNPPL,ethanolamine-phosphate phospho-lyase,4
336,643008,SMIM5,small integral membrane protein 5,17
337,5436,POLR2G,polymerase (RNA) II (DNA directed) polypeptide G,11
338,4817,NIT1,nitrilase 1,1
339,54855,FAM46C,family with sequence similarity 46, member C,1
340,81614,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,15
341,10939,AFG3L2,AFG3-like AAA ATPase 2,18
342,2166,FAAH,fatty acid amide hydrolase,1
343,339448,C1orf174,chromosome 1 open reading frame 174,1
344,105378158,LOC105378158,basic proline-rich protein-like,6
345,105371417,LOC105371417,homeobox protein cut-like 1,16
346,23029,RBM34,RNA binding motif protein 34,1
347,7515,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1,19
348,56934,CA10,carbonic anhydrase X,17
349,124056,NOXO1,NADPH oxidase organizer 1,16
350,4245,MGAT1,mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase,5
351,55291,PPP6R3,protein phosphatase 6, regulatory subunit 3,11
352,25865,PRKD2,protein kinase D2,19
353,10367,MICU1,mitochondrial calcium uptake 1,10
354,3626,INHBC,inhibin, beta C,12
355,9748,SLK,STE20-like kinase,10
356,1999,ELF3,E74-like factor 3 (ets domain transcription factor, epithelial-specific ),1
357,84902,CEP89,centrosomal protein 89kDa,19
358,101927853,LOC101927853,uncharacterized LOC101927853,11
359,6324,SCN1B,sodium channel, voltage gated, type I beta subunit,19
360,5705,PSMC5,proteasome (prosome, macropain) 26S subunit, ATPase, 5,17
361,27341,RRP7A,ribosomal RNA processing 7 homolog A (S. cerevisiae),22
362,6814,STXBP3,syntaxin binding protein 3,1
363,222235,FBXL13,F-box and leucine-rich repeat protein 13,7
364,10184,LHFPL2,lipoma HMGIC fusion partner-like 2,5
365,1411,CRYBA1,crystallin, beta A1,17
366,51433,ANAPC5,anaphase promoting complex subunit 5,12
367,105379046,LOC105379046,serine/arginine repetitive matrix protein 1-like,5
368,374860,ANKRD30B,ankyrin repeat domain 30B,18
369,105378260,LOC105378260,histone-lysine N-methyltransferase 2C,21
370,57555,NLGN2,neuroligin 2,17
371,84314,TMEM107,transmembrane protein 107,17
372,7784,ZP3,zona pellucida glycoprotein 3 (sperm receptor),7
373,124944,C17orf49,chromosome 17 open reading frame 49,17
374,160492,LMNTD1,lamin tail domain containing 1,12
375,5133,PDCD1,programmed cell death 1,2
376,3490,IGFBP7,insulin-like growth factor binding protein 7,4
377,23431,AP4E1,adaptor-related protein complex 4, epsilon 1 subunit,15
378,26150,RIBC2,RIB43A domain with coiled-coils 2,22
379,100288465,FAM197Y10,family with sequence similarity 197, Y-linked, member 10,Y
380,9612,NCOR2,nuclear receptor corepressor 2,12
381,2887,GRB10,growth factor receptor-bound protein 10,7
382,79668,PARP8,poly (ADP-ribose) polymerase family, member 8,5
383,100996335,LOC100996335,putative uncharacterized protein LOC388882,22
384,8993,PGLYRP1,peptidoglycan recognition protein 1,19
385,220,ALDH1A3,aldehyde dehydrogenase 1 family, member A3,15
386,166824,RASSF6,Ras association (RalGDS/AF-6) domain family member 6,4
387,339145,FAM92B,family with sequence similarity 92, member B,16
388,100131980,ZNF705G,zinc finger protein 705G,8
389,144406,WDR66,WD repeat domain 66,12
390,5569,PKIA,protein kinase (cAMP-dependent, catalytic) inhibitor alpha,8
391,55607,PPP1R9A,protein phosphatase 1, regulatory subunit 9A,7
392,65982,ZSCAN18,zinc finger and SCAN domain containing 18,19
393,54988,ACSM5,acyl-CoA synthetase medium-chain family member 5,16
394,26586,CKAP2,cytoskeleton associated protein 2,13
395,11072,DUSP14,dual specificity phosphatase 14,17
396,2299,FOXI1,forkhead box I1,5
397,79080,CCDC86,coiled-coil domain containing 86,11
398,148266,ZNF569,zinc finger protein 569,19
399,139628,FOXR2,forkhead box R2,X
400,105371566,LOC105371566,uncharacterized LOC105371566,17
401,100506388,LOC100506388,uncharacterized LOC100506388,17
402,7045,TGFBI,transforming growth factor, beta-induced, 68kDa,5
403,81932,HDHD3,haloacid dehalogenase-like hydrolase domain containing 3,9
404,10500,SEMA6C,sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C,1
405,3775,KCNK1,potassium channel, two pore domain subfamily K, member 1,1
406,147694,ZNF548,zinc finger protein 548,19
407,9881,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1,3
408,1108,CHD4,chromodomain helicase DNA binding protein 4,12
409,220929,ZNF438,zinc finger protein 438,10
410,119559,SFXN4,sideroflexin 4,10
411,6457,SH3GL3,SH3-domain GRB2-like 3,15
412,65268,WNK2,WNK lysine deficient protein kinase 2,9
413,7110,TMF1,TATA element modulatory factor 1,3
414,55876,GSDMB,gasdermin B,17
415,4111,MAGEA12,melanoma antigen family A12,X
416,3187,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H),5
417,79968,WDR76,WD repeat domain 76,15
418,105373057,LOC105373057,DNA-directed RNA polymerase II subunit RPB1-like,22
419,2568,GABRP,gamma-aminobutyric acid (GABA) A receptor, pi,5
420,51582,AZIN1,antizyme inhibitor 1,8
421,79365,BHLHE41,basic helix-loop-helix family, member e41,12
422,112849,L3HYPDH,L-3-hydroxyproline dehydratase (trans-),14
423,941,CD80,CD80 molecule,3
424,57688,ZSWIM6,zinc finger, SWIM-type containing 6,5
425,23447,CDW93,CDw93 antigen,nan
426,83844,USP26,ubiquitin specific peptidase 26,X
427,5266,PI3,peptidase inhibitor 3, skin-derived,20
428,64077,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,10
429,386618,KCTD4,potassium channel tetramerization domain containing 4,13
430,10769,PLK2,polo-like kinase 2,5
431,3020,H3F3A,H3 histone, family 3A,1
432,5621,PRNP,prion protein,20
433,79801,SHCBP1,SHC SH2-domain binding protein 1,16
434,9142,TMEM257,transmembrane protein 257,X
435,353,APRT,adenine phosphoribosyltransferase,16
436,22859,ADGRL1,adhesion G protein-coupled receptor L1,19
437,7345,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),4
438,223117,SEMA3D,sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D,7
439,338675,OR5AP2,olfactory receptor, family 5, subfamily AP, member 2,11
440,388697,HRNR,hornerin,1
441,28981,IFT81,intraflagellar transport 81,12
442,137814,NKX2-6,NK2 homeobox 6,8
443,55740,ENAH,enabled homolog (Drosophila),1
444,5099,PCDH7,protocadherin 7,4
445,11221,DUSP10,dual specificity phosphatase 10,1
446,8554,PIAS1,protein inhibitor of activated STAT, 1,15
447,1829,DSG2,desmoglein 2,18
448,200909,HTR3D,5-hydroxytryptamine (serotonin) receptor 3D, ionotropic,3
449,125981,ACER1,alkaline ceramidase 1,19
450,6154,RPL26,ribosomal protein L26,17
451,63941,NECAB3,N-terminal EF-hand calcium binding protein 3,20
452,101929601,LOC101929601,putative exonuclease GOR,8
453,4123,MAN2C1,mannosidase, alpha, class 2C, member 1,15
454,206412,C6orf163,chromosome 6 open reading frame 163,6
455,266743,NPAS4,neuronal PAS domain protein 4,11
456,54549,SDK2,sidekick cell adhesion molecule 2,17
457,441024,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,4
458,353140,LCE2C,late cornified envelope 2C,1
459,10633,RASL10A,RAS-like, family 10, member A,22
460,3908,LAMA2,laminin, alpha 2,6
461,1241,LTB4R,leukotriene B4 receptor,14
462,51279,C1RL,complement component 1, r subcomponent-like,12
463,105371127,LOC105371127,uncharacterized LOC105371127,16
464,638,BIK,BCL2-interacting killer (apoptosis-inducing),22
465,254879,OR2T6,olfactory receptor, family 2, subfamily T, member 6,1
466,346288,SEPT14,septin 14,7
467,388561,ZNF761,zinc finger protein 761,19
468,119692,OR51S1,olfactory receptor, family 51, subfamily S, member 1,11
469,6606,SMN1,survival of motor neuron 1, telomeric,5
470,83541,FAM110A,family with sequence similarity 110, member A,20
471,730112,FAM166B,family with sequence similarity 166, member B,9
472,27243,CHMP2A,charged multivesicular body protein 2A,19
473,5987,TRIM27,tripartite motif containing 27,6
474,3320,HSP90AA1,heat shock protein 90kDa alpha (cytosolic), class A member 1,14
