106,PC7_6894,Regulation of RhoA activity
107,WP107_r78489,Translation Factors
108,WP696_r72081,Benzo(a)pyrene metabolism
109,PC7_3071,Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels
110,PC7_3972,Formation of the ternary complex, and subsequently, the 43S complex
111,WP2197_r74852,Endothelin Pathways
112,PC7_3877,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion
113,PC7_8677,Validated targets of C-MYC transcriptional activation
114,PC7_6869,Reduction of cytosolic Ca++ levels
115,PC7_6189,PLK1 signaling events
116,PC7_3902,Fibronectin matrix formation
117,PC7_4062,GRB2 events in ERBB2 signaling
118,PC7_12078,mTOR signaling pathway
119,WP3594_r84573,Circadian rythm related genes
120,PC7_7759,Synthesis of dolichyl-phosphate mannose
121,PC7_3875,Fanconi anemia pathway
122,PC7_7642,Sodium-coupled phosphate cotransporters
123,PC7_7732,Synthesis of Dolichyl-phosphate
124,WP272_r84876,Blood Clotting Cascade
125,PC7_4207,Glucose metabolism
126,PC7_1550,Activation of gene expression by SREBF (SREBP)
127,PC7_6942,Respiratory electron transport
128,PC7_2391,Ca activated K+ channels
129,WP2873_r79696,Aryl Hydrocarbon Receptor Pathway
130,WP691_r79986,Tamoxifen metabolism
131,PC7_1664,Angiopoietin receptor Tie2-mediated signaling
132,WP45_r80001,G1 to S cell cycle control
133,PC7_1684,Apoptosis
134,PC7_8771,WNT ligand biogenesis and trafficking
135,PC7_3822,FGFR1c ligand binding and activation
136,PC7_6643,Proteoglycan syndecan-mediated signaling events
137,PC7_3632,Effects of Botulinum toxin
138,PC7_5529,Mitotic G2-G2/M phases
139,PC7_3433,ERK activation
140,PC7_8444,Type I hemidesmosome assembly
141,PC7_2173,C6 deamination of adenosine
142,WP2118_r71265,Arrhythmogenic Right Ventricular Cardiomyopathy
143,PC7_7269,SHP2 signaling
144,PC7_7249,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
145,PC7_7289,SLBP independent Processing of Histone Pre-mRNAs
146,PC7_4470,Highly sodium permeable acetylcholine nicotinic receptors
147,PC7_6907,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
148,PC7_6991,Role of Abl in Robo-Slit signaling
149,PC7_7268,SHC1 events in ERBB4 signaling
150,WP1530_r84694,miRNA Regulation of DNA Damage Response
151,WP2516_r84490,ATM Signaling Pathway
152,WP236_r80209,Adipogenesis
153,PC7_2469,Cap-dependent Translation Initiation
154,PC7_4952,Lectin pathway of complement activation
155,WP2643_r74251,Nanoparticle-mediated activation of receptor signaling
156,PC7_6562,Pre-NOTCH Processing in Golgi
157,WP2012_r82900,miRs in Muscle Cell Differentiation
158,PC7_7778,TAK1 activates NFkB by phosphorylation and activation of IKKs complex
159,PC7_7483,Signaling by WNT in cancer
160,WP405_r73594,Eukaryotic Transcription Initiation
161,PC7_8358,Transport of the SLBP Dependant Mature mRNA
162,PC7_6745,RAF activation
163,PC7_1863,Axon guidance
164,PC7_8667,VEGFR2 mediated vascular permeability
165,PC7_8721,Vitamin B2 (riboflavin) metabolism
166,PC7_5973,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
167,PC7_8856,Zinc transporters
168,PC7_1119,AMPK inhibits chREBP transcriptional activation activity
169,PC7_4530,Hydrolysis of LPC
170,WP1971_r82939,Integrated Cancer Pathway
171,PC7_2633,Clearance of seratonin
172,PC7_7646,Sperm Motility And Taxes
173,PC7_4043,GPCR downstream signaling
174,PC7_4772,Interferon alpha/beta signaling
175,PC7_1132,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
176,WP364_r83783,IL-6 signaling pathway
177,PC7_6175,PKB-mediated events
178,WP288_r80026,NLR Proteins
179,PC7_1657,Anchoring fibril formation
180,WP619_r71168,Type II interferon signaling (IFNG)
181,WP437_r79266,EGF/EGFR Signaling Pathway
182,PC7_8716,Visual signal transduction: Rods
183,PC7_2829,Cyclin A/B1 associated events during G2/M transition
184,PC7_4482,Histidine catabolism
185,PC7_6537,Post-chaperonin tubulin folding pathway
186,PC7_4583,IGF1R signaling cascade
187,PC7_3959,Formation of HIV elongation complex in the absence of HIV Tat
188,WP2332_r79525,Interleukin-11 Signaling Pathway
189,PC7_7436,Signal attenuation
190,PC7_4945,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production
191,PC7_5871,Nef and signal transduction
192,PC7_7503,Signalling to ERKs
193,PC7_4335,HDL-mediated lipid transport
194,PC7_2830,Cyclin A:Cdk2-associated events at S phase entry
195,PC7_7372,STING mediated induction of host immune responses
196,PC7_2333,CREB phosphorylation through the activation of CaMKII
197,PC7_2500,Carbohydrate metabolism
198,PC7_7786,TCR signaling
199,PC7_1581,Aflatoxin activation and detoxification
200,PC7_3825,FGFR2c ligand binding and activation
201,PC7_6792,RNA Polymerase I Promoter Escape
202,PC7_7504,Signalling to RAS
203,WP2485_r70025,NAD Biosynthesis II (from tryptophan)
204,PC7_1538,Activation of NIMA Kinases NEK9, NEK6, NEK7
205,PC7_7727,Synthesis of 12-eicosatetraenoic acid derivatives
206,PC7_7701,Sulfide oxidation to sulfate
207,PC7_3417,EPHA forward signaling
208,PC7_8786,XBP1(S) activates chaperone genes
209,PC7_2071,Beta oxidation of palmitoyl-CoA to myristoyl-CoA
210,PC7_5025,Loss of Function of SMAD2/3 in Cancer
211,PC7_8229,The citric acid (TCA) cycle and respiratory electron transport
212,PC7_5773,NGF-independant TRKA activation
213,PC7_3969,Formation of the Editosome
214,PC7_10399,a4b7 Integrin signaling
215,PC7_7457,Signaling by GPCR
216,WP692_r69031,Sulfation Biotransformation Reaction
217,PC7_6848,Rap1 signalling
218,PC7_7751,Synthesis of PIPs at the plasma membrane
219,PC7_12080,mTORC1-mediated signalling
220,PC7_8639,Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling
221,PC7_1557,Acyl chain remodeling of DAG and TAG
222,PC7_1540,Activation of NOXA and translocation to mitochondria
223,PC7_7435,Signal amplification
224,PC7_12271,p53 pathway
225,PC7_6918,Regulation of retinoblastoma protein
226,PC7_3775,Export of Viral Ribonucleoproteins from Nucleus
227,PC7_3385,EGFR downregulation
228,PC7_2625,Class I PI3K signaling events mediated by Akt
229,WP53_r67360,ID signaling pathway
230,WP244_r78506,Alpha 6 Beta 4 signaling pathway
231,PC7_7748,Synthesis of PIPs at the Golgi membrane
232,PC7_3358,E-cadherin signaling events
233,PC7_1994,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members
234,PC7_4653,IRAK1 recruits IKK complex
235,PC7_5045,Lysine catabolism
236,PC7_1816,Assembly of the pre-replicative complex
237,PC7_1599,Alpha4 beta1 integrin signaling events
238,PC7_7341,SOS-mediated signalling
239,PC7_2947,DNA Damage Recognition in GG-NER
240,PC7_7501,Signaling mediated by p38-gamma and p38-delta
241,PC7_3348,Dual incision reaction in GG-NER
242,WP2333_r72015,Trans-sulfuration pathway
243,PC7_4921,LDL endocytosis
244,PC7_2076,Beta1 integrin cell surface interactions
245,PC7_8327,Transcriptional regulation of pluripotent stem cells
246,PC7_1655,Amyloids
247,PC7_6885,Regulation of IFNA signaling
248,WP1992_r78296,TarBasePathway
249,WP299_r78587,Nuclear Receptors in Lipid Metabolism and Toxicity
250,WP2363_r84552,Gastric Cancer Network 2
251,PC7_5884,Netrin-1 signaling
252,PC7_4416,HSF1 activation
253,PC7_5519,Mitochondrial transcription initiation
254,PC7_5707,NEP/NS2 Interacts with the Cellular Export Machinery
255,PC7_4781,Interleukin-6 signaling
256,PC7_7852,TNF signaling
257,PC7_7651,Sphingolipid metabolism
258,PC7_6933,Repair synthesis for gap-filling by DNA polymerase in TC-NER
259,PC7_6171,PKA activation
260,PC7_7787,TCR signaling in naïve CD4+ T cells
261,PC7_2629,Classical antibody-mediated complement activation
262,PC7_8621,Ubiquinol biosynthesis
263,PC7_2565,Cholesterol biosynthesis
264,PC7_2032,Base Excision Repair
265,PC7_3776,Extension of Telomeres
266,PC7_6510,Platelet Adhesion to exposed collagen
267,WP422_r72129,MAPK Cascade
268,WP1603_r78574,Nicotine Activity on Chromaffin Cells
269,PC7_3420,EPHB forward signaling
270,PC7_1123,AP-1 transcription factor network
271,PC7_3971,Formation of the active cofactor, UDP-glucuronate
272,WP262_r84487,EBV LMP1 signaling
273,PC7_4965,Ligand-gated ion channel transport
274,WP3301_r81279,MFAP5-mediated ovarian cancer cell motility and invasiveness
275,PC7_3827,FGFR3b ligand binding and activation
276,PC7_3868,Facilitative Na+-independent glucose transporters
277,PC7_2103,Biotin transport and metabolism
278,PC7_4740,Initiation of Nuclear Envelope Reformation
279,PC7_5893,Neurotrophic factor-mediated Trk receptor signaling
280,PC7_2679,Constitutive PI3K/AKT Signaling in Cancer
281,PC7_2074,Beta-oxidation of very long chain fatty acids
282,PC7_2670,Collagen formation
283,PC7_5325,Metabolism of folate and pterines
284,PC7_5551,Muscle contraction
285,PC7_2953,DNA methylation
286,PC7_7764,Synthesis of substrates in N-glycan biosythesis
287,PC7_8266,Thromboxane A2 receptor signaling
288,PC7_10442,activated TAK1 mediates p38 MAPK activation
289,PC7_8632,Unwinding of DNA
290,PC7_6061,Organic cation/anion/zwitterion transport
291,PC7_6086,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
292,WP1946_r79691,Cori Cycle
293,PC7_8625,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A
294,PC7_3282,Disinhibition of SNARE formation
295,PC7_8680,Validated transcriptional targets of TAp63 isoforms
296,PC7_4480,Histamine receptors
297,WP2369_r83012,Histone Modifications
298,PC7_2672,Complement cascade
299,PC7_6532,Porphyrin metabolism
300,WP1403_r79471,AMPK Signaling
301,WP2854_r79970,Gene regulatory network modelling somitogenesis 
302,WP1984_r82941,Integrated Breast Cancer Pathway
303,PC7_8057,TRAF6 mediated NF-kB activation
304,PC7_3878,Fatty Acyl-CoA Biosynthesis
305,PC7_2703,Creatine metabolism
306,WP2431_r84650,Spinal Cord Injury
307,PC7_8223,The AIM2 inflammasome
308,PC7_7444,Signaling by EGFR in Cancer
309,PC7_6664,Pyrimidine salvage reactions
310,PC7_5517,Mitochondrial protein import
311,PC7_2097,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
312,PC7_5888,Neurophilin interactions with VEGF and VEGFR
313,PC7_2634,Cleavage of Growing Transcript in the Termination Region
314,PC7_6615,Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2
315,PC7_6141,PDGFR-beta signaling pathway
316,PC7_7442,Signaling by BMP
317,PC7_2948,DNA Damage Reversal
318,PC7_6661,Pyrimidine catabolism
319,PC7_7750,Synthesis of PIPs at the late endosome membrane
320,PC7_4000,G-protein beta:gamma signalling
321,PC7_8353,Transport of glycerol from adipocytes to the liver by Aquaporins
322,PC7_8725,Vitamin C (ascorbate) metabolism
323,PC7_8053,TRAF3-dependent IRF activation pathway
324,PC7_4761,Integrin-linked kinase signaling
325,PC7_6053,Opsins
326,WP704_r79563,Methylation Pathways
327,PC7_3664,Endogenous sterols
328,PC7_6054,Orc1 removal from chromatin
329,WP2874_r82709,Liver X Receptor Pathway
330,PC7_7499,Signaling events regulated by Ret tyrosine kinase
331,WP2525_r80205,Trans-sulfuration and one carbon metabolism
332,PC7_7795,TGF-beta receptor signaling
333,PC7_7496,Signaling events mediated by VEGFR1 and VEGFR2
334,WP22_r79264,IL-9 Signaling Pathway
335,PC7_1547,Activation of Rac
336,PC7_6853,Ras signaling in the CD4+ TCR pathway
337,PC7_8306,Toxicity of botulinum toxin type D (BoNT/D)
338,PC7_8432,Tryptophan catabolism
339,PC7_3061,Degradation of GLI2 by the proteasome
340,PC7_6588,Processing and activation of SUMO
341,PC7_4658,IRF3 mediated activation of type 1 IFN
342,PC7_8790,Xenobiotics
343,PC7_6128,PD-1 signaling
344,PC7_3963,Formation of a pool of free 40S subunits
345,PC7_6593,Processing of Intronless Pre-mRNAs
346,PC7_2668,Collagen biosynthesis and modifying enzymes
347,PC7_2034,Base-free sugar-phosphate removal via the single-nucleotide replacement pathway
348,PC7_3679,Ephrin signaling
349,PC7_3703,Establishment of Sister Chromatid Cohesion
350,PC7_4541,Hypusinylation
351,WP2036_r84527,TWEAK Signaling Pathway
352,PC7_3278,Disease
353,PC7_685,3' -UTR-mediated translational regulation
354,PC7_4728,Influenza Life Cycle
355,PC7_5972,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
356,PC7_1178,ATF-2 transcription factor network
357,PC7_3064,Degradation of cysteine and homocysteine
358,PC7_8356,Transport of nucleotide sugars
359,WP322_r79496,Osteoblast Signaling
360,PC7_2911,Cytosolic sulfonation of small molecules
361,WP47_r78542,Hedgehog Signaling Pathway
362,PC7_6571,Presynaptic nicotinic acetylcholine receptors
363,PC7_6905,Regulation of gene expression in early pancreatic precursor cells
364,PC7_3974,Formation of tubulin folding intermediates by CCT/TriC
365,PC7_8319,Transcription of the HIV genome
366,PC7_1814,Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks
367,PC7_7623,Small interfering RNA (siRNA) biogenesis
368,PC7_1546,Activation of RAS in B cells
369,WP2816_r76465,Felbamate Metabolism
370,PC7_6462,Phospholipid metabolism
371,PC7_6570,Presynaptic function of Kainate receptors
372,WP2804_r79882,Hair Follicle Development: Induction (Part 1 of 3)
373,WP2435_r80008,Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
374,PC7_5891,Neurotransmitter Release Cycle
375,PC7_2008,BMAL1:CLOCK,NPAS2 activates circadian gene expression
376,PC7_7747,Synthesis of PIPs at the ER membrane
377,PC7_8833,Zinc efflux and compartmentalization by the SLC30 family
378,PC7_2680,Constitutive Signaling by NOTCH1 HD Domain Mutants
379,PC7_5993,Nucleotide Excision Repair
380,PC7_3885,Fc-epsilon receptor I signaling in mast cells
381,PC7_7422,Sema4D in semaphorin signaling
382,PC7_1543,Activation of PKB
383,PC7_4487,Homologous DNA pairing and strand exchange
384,WP453_r80206,Inflammatory Response Pathway
385,PC7_3985,Fructose catabolism
386,PC7_2331,CREB phosphorylation
387,PC7_6572,Presynaptic phase of homologous DNA pairing and strand exchange
388,PC7_1531,Activation of DNA fragmentation factor
389,PC7_6001,O-linked glycosylation of mucins
390,PC7_1857,Aurora C signaling
391,WP2272_r78594,Pathogenic Escherichia coli infection
392,WP2878_r79689,PPAR Alpha Pathway
393,PC7_1561,Acyl chain remodelling of PI
394,PC7_3663,Endogenous TLR signaling
395,PC7_4690,Import of palmitoyl-CoA into the mitochondrial matrix
396,PC7_12284,p75NTR regulates axonogenesis
397,PC7_5504,Mineralocorticoid biosynthesis
398,PC7_1690,Apoptotic factor-mediated response
399,PC7_7851,TNF receptor signaling pathway 
400,PC7_4467,Hh ligand biogenesis disease
401,WP3407_r81707,FTO Obesity Variant Mechanism
402,PC7_6395,Peptide hormone metabolism
403,PC7_1818,Association of licensing factors with the pre-replicative complex
404,WP366_r84196,TGF-beta Signaling Pathway
405,PC7_3366,ECM proteoglycans
406,WP3297_r83780,EV release from cardiac cells and their functional effects
407,PC7_1867,Axonal growth inhibition (RHOA activation)
408,PC7_2671,Common Pathway
409,PC7_7393,Scavenging by Class B Receptors
410,PC7_8060,TRAIL signaling
411,PC7_6928,Removal of DNA patch containing abasic residue
412,PC7_7482,Signaling by VEGF
413,WP2289_r78511,Drug Induction of Bile Acid Pathway
414,PC7_2626,Class IB PI3K non-lipid kinase events
415,PC7_2124,Budding and maturation of HIV virion
416,PC7_4970,Lipid and lipoprotein metabolism
417,PC7_2067,Beta oxidation of hexanoyl-CoA to butanoyl-CoA
418,PC7_8331,Translation
419,PC7_6000,O-linked glycosylation
420,PC7_4619,IL3-mediated signaling events
421,PC7_8834,Zinc influx into cells by the SLC39 gene family
422,PC7_2669,Collagen degradation
423,PC7_6180,PLCG1 events in ERBB2 signaling
424,PC7_7445,Signaling by ERBB2
425,PC7_4532,Hydroxycarboxylic acid-binding receptors
426,PC7_4627,IL4-mediated signaling events
427,PC7_3046,Defensins
428,PC7_2955,DNA replication initiation
429,PC7_7731,Synthesis of DNA
430,PC7_7447,Signaling by FGFR
431,WP474_r80208,Endochondral Ossification
432,PC7_7462,Signaling by Leptin
433,PC7_1127,APC-Cdc20 mediated degradation of Nek2A
434,PC7_6375,Pausing and recovery of Tat-mediated HIV elongation
435,PC7_1667,Antagonism of Activin by Follistatin
436,PC7_1544,Activation of PPARGC1A (PGC-1alpha) by phosphorylation
437,WP534_r78585,Glycolysis and Gluconeogenesis
438,PC7_7679,Sterols are 12-hydroxylated by CYP8B1
439,PC7_3277,Direct p53 effectors
440,PC7_4211,Glucose transport
441,PC7_1693,Arachidonic acid metabolism
442,PC7_1064,AKT phosphorylates targets in the nucleus
443,PC7_8322,Transcriptional activation of cell cycle inhibitor p21
444,PC7_2910,Cytosolic sensors of pathogen-associated DNA
445,WP229_r68389,Irinotecan Pathway
446,PC7_2623,Class I MHC mediated antigen processing & presentation
447,PC7_4007,G2 Phase
448,PC7_2925,DAP12 interactions
449,PC7_4949,Latent infection of Homo sapiens with Mycobacterium tuberculosis
450,PC7_6463,Phosphorylation of CD3 and TCR zeta chains
451,PC7_6173,PKA-mediated phosphorylation of CREB
452,PC7_3807,FCERI mediated NF-kB activation
453,PC7_6797,RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
454,PC7_4490,Hormone ligand-binding receptors
455,PC7_5868,Nectin/Necl trans heterodimerization
456,WP1772_r84701,Apoptosis Modulation and Signaling
457,WP205_r80223,IL-7 Signaling Pathway
458,PC7_7505,Signalling to STAT3
459,PC7_5271,Meiosis
460,PC7_4754,Integration of energy metabolism
461,PC7_6543,Potassium Channels
462,PC7_4784,Intrinsic Pathway
463,PC7_2636,Cleavage of the damaged pyrimidine
464,PC7_6923,Regulatory RNA pathways
465,PC7_6926,Release of apoptotic factors from the mitochondria
466,PC7_2526,Cell-Cell communication
467,PC7_1563,Adaptive Immune System
468,PC7_1545,Activation of PUMA and translocation to mitochondria
469,PC7_12280,p75 NTR receptor-mediated signalling
470,PC7_7726,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)
471,PC7_6874,Regulation of AMPK activity via LKB1
472,PC7_6787,RIP-mediated NFkB activation via ZBP1
473,PC7_6747,RAF/MAP kinase cascade
474,PC7_4006,G1/S-Specific Transcription
475,PC7_2332,CREB phosphorylation through the activation of Adenylate Cyclase
476,PC7_7475,Signaling by PDGF
477,PC7_1606,Alternative NF-kappaB pathway
478,PC7_4061,GRB2 events in EGFR signaling
479,PC7_2832,Cyclin D associated events in G1
480,PC7_6890,Regulation of PLK1 Activity at G2/M Transition
481,PC7_7437,Signal regulatory protein (SIRP) family interactions
482,PC7_7448,Signaling by FGFR in disease
483,WP466_r79981,DNA Replication
484,WP690_r72132,Polyol Pathway
485,PC7_4732,Inhibition of Host mRNA Processing and RNA Silencing
486,PC7_6533,Post NMDA receptor activation events
487,PC7_7495,Signaling events mediated by TCPTP
488,WP428_r79854,Wnt Signaling Pathway
489,PC7_4876,Keratan sulfate/keratin metabolism
490,PC7_6465,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
491,PC7_7263,SHC-mediated signalling
492,PC7_8317,Transcription
493,WP734_r74438,Serotonin Receptor 4/6/7 and NR3C Signaling
494,PC7_6045,Oligomerization of connexins into connexons
495,WP698_r79224,Glucuronidation
496,PC7_5323,Metabolism of Angiotensinogen to Angiotensins
497,PC7_4730,Influenza Virus Induced Apoptosis
498,PC7_6539,Post-translational modification: synthesis of GPI-anchored proteins
499,WP455_r81793,GPCRs, Class A Rhodopsin-like
500,PC7_2622,Class C/3 (Metabotropic glutamate/pheromone receptors)
501,PC7_8141,Telomere Maintenance
502,PC7_968,ABCA transporters in lipid homeostasis
503,WP3527_r84571,Preimplantation Embryo
504,PC7_6190,PLK2 and PLK4 events
505,PC7_5078,MAPK targets/ Nuclear events mediated by MAP kinases
506,PC7_6916,Regulation of p38-alpha and p38-beta
507,PC7_2301,CHL1 interactions
508,PC7_6520,Polo-like kinase signaling events in the cell cycle
509,PC7_6566,Prefoldin mediated transfer of substrate to CCT/TriC
510,PC7_2684,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase
511,PC7_6085,Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha
512,PC7_4370,HIV-1 Nef: Negative effector of Fas and TNF-alpha
513,WP706_r80056,SIDS Susceptibility Pathways
514,PC7_2440,Calcineurin-regulated NFAT-dependent transcription in lymphocytes
515,PC7_7643,Sodium-coupled sulphate, di- and tri-carboxylate transporters
516,PC7_3852,FOXA1 transcription factor network
517,PC7_7736,Synthesis of IP3 and IP4 in the cytosol
518,PC7_7313,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
519,PC7_6443,Phenylalanine and tyrosine catabolism
520,WP2526_r82681,PDGF Pathway
521,PC7_12070,mRNA Editing
522,PC7_2707,Crosslinking of collagen fibrils
523,PC7_2171,C-MYC pathway
524,PC7_12264,p130Cas linkage to MAPK signaling for integrins
525,PC7_1571,Adenylate cyclase activating pathway
526,WP2007_r69751,Iron metabolism in placenta
527,PC7_6200,POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation
528,PC7_2081,Beta5 beta6 beta7 and beta8 integrin cell surface interactions
529,PC7_5049,M Phase
530,WP2064_r79263,Neural Crest Differentiation
531,PC7_4638,IL8- and CXCR1-mediated signaling events
532,PC7_2278,CDT1 association with the CDC6:ORC:origin complex
533,PC7_6908,Regulation of innate immune responses to cytosolic DNA
534,PC7_6921,Regulation of the Fanconi anemia pathway
535,PC7_983,ADP signalling through P2Y purinoceptor 1
536,PC7_4115,Generation of second messenger molecules
537,PC7_6740,RAC1 signaling pathway
538,PC7_3997,G beta:gamma signalling through PLC beta
539,PC7_11384,degradation of AXIN
540,PC7_7385,SUMO is proteolytically processed
541,PC7_11463,disassembly of the destruction complex and recruitment of AXIN to the membrane
542,PC7_8633,Uptake and actions of bacterial toxins
543,PC7_8609,U12 Dependent Splicing
544,PC7_4104,Gap junction trafficking and regulation
545,WP516_r71358,Hypertrophy Model
546,PC7_5673,N-cadherin signaling events
547,PC7_4005,G1/S Transition
548,PC7_4785,Intrinsic Pathway for Apoptosis
549,PC7_4731,Inhibition of HSL
550,PC7_1118,AMER1 mutants destabilize the destruction complex
551,PC7_4318,HCN channels
552,PC7_1580,Advanced glycosylation endproduct receptor signaling
553,PC7_4002,G0 and Early G1
554,PC7_6174,PKA-mediated phosphorylation of key metabolic factors
